year,month,day,hour,location,stateOrProvince,country,continent,title,description,locale,duration,evidenceAndSpecialEffectsFlags,typeOfUfoCraftFlags,latitude,apparentUfoOccupantActivitiesFlags,placesVisitedAndThingsAffectedFlags,elevation,miscellaneousDetailsFlags,relativeAltitude,longitude,locationFlags,ref,refIndex,strangeness,credibility,miscellaneousFlags,aliensMonstersFlags
1955,6,2,NA,"CATIA la MAR,VNZL",DF,Venezuela,South America,MANY OBS,"HUGE FBL 
HVRS/10M
WINDOWS
>ALONG BEACH",Coastlands,5,NA,"Saucer, Fireball",10/06/2017,Observation,Dirt,82,NA,10,67.03,"Map, Ground, Coast, Civilian, High quality observer(s)",210,668,6,11,News,No occupant
1965,9,8,21,"BEJA,PORTUGAL",BXA,Portugal,Western Europe,COP,"LUMN.OBJ ZIGZAGS AWAY IN SKY
NFD
/DIARIO do ALENTEJO",Town & city,1,NA,Nightlights,38.04,NA,NA,NA,Other government agencies,NA,07/09/2017,"Map, Ground, Civilian",190,100,5,6,News,No occupant
1953,11,10,20,"DETROIT,MI",Michigan,USA,North America,COPS+MANY,"SLOW UFO
VANISHES WHEN PLANE NEARS
REAPPEARS
>>CANADA",Metropolis,20,Technical,Cigar,42.34,Observation,NA,190,"Other government agencies, Camouflage",NA,83.07,"Map, Ground, Civilian, High quality observer(s)",137,346,7,11,News,No occupant
1973,10,20,18,"nr CABORN,IN",Indiana,USA,North America,NLT FOLOS TRAIN,"REAR ENGINE QUITS
mimics 2nd train/phony signals",Road + rails,20,Technical,Delta,37.97,"Observation, Signal",Vehicle affected,128,Camouflage,NA,87.8,"Map, Ground, Civilian, High quality observer(s)",237,41,8,8,NA,No occupant
1955,8,15,13,"KLAMATH FALLS,OR",Oregon,USA,North America,GOC USTACK+TAYLOR/BINOCS,"BOUNCING ORB E>>W
/22min
NFD",Pasture,22,NA,Saucer,42.22,NA,NA,1323,"Military investigation, Blue Book",NA,121.78,"Map, Ground, Military, Civilian, High quality observer(s)",139,250,6,8,NA,No occupant
1967,10,1,NA,"ELLIOT LAKE,ONT",Ontario,Canada,North America,GLOWING UFO MNVRS/300' ALT,SVRL CARS EME WHEN HOVERING ONLY,Farmlands,5,Electro-Magnetic Effect,"Saucer, Nightlights",46.38,NA,Vehicle affected,392,NA,90,82.64,"Map, Ground, Civilian, High quality observer(s)",79,37,7,9,NA,No occupant
1952,8,5,15,"BALTIMORE,MD",MLD,USA,North America,AM.ASTRONOMER+RDR,"2+2 DOMED SCRs after LUNAR ECLIPSE
/r242p14",Metropolis,8,Radar,Saucer,39.3,NA,NA,3,"Military investigation, Blue Book",NA,76.58,"Map, Ground, Civilian, High quality observer(s)",136,424,6,8,Scientist,No occupant
1973,9,NA,16,"nr BELLE FOURCHE,SD",South Dakota,USA,North America,2/CAR,"LRG GLOBE
2 hrs MST
STRANGE ABD REGRESSED
see ref",Road + rails,120,NA,Saucer,44.63,"Missing time, Abduction, Operations","Nuclear, Human affected",972,NA,NA,103.91,"Map, Ground, Civilian",195,459,10,7,NA,Humanoid
1967,2,10,3,"S/SANDUSKY,OH",Ohio,USA,North America,COP,"8M SCR HVR 12M OVR NASA+AEC NUCL.FACILITY
BLU BEAM
/r73p137",Town & city,6,"Electro-Magnetic Effect, Technical",Saucer,41.38,"Observation, Ray","Nuclear, Vehicle affected, Apparent Landing",190,Other government agencies,12,82.7,"Map, Ground, Civilian",24,48,8,7,NA,No occupant
1996,2,1,NA,"NEW HAMPSHIRE,OH",Ohio,USA,North America,4 OBS,"HUGE OBJ W/RING/LITES ALTERNATING ORG+BLU-GRN
/CUFOS",Residential,1,NA,Saucer,40.54,NA,NA,315,NA,NA,83.91,"Map, Ground, Civilian, High quality observer(s)",220,122,6,8,NA,No occupant
1952,8,27,12,"Mt.SUCCESS,NH",New Hampshire,USA,North America,4 OB,"RND FLAT OBJ W/HUMP ovr SCENE/RECENT FOREST FIRE
MNVRS
>>W",Forest,4,NA,Saucer,44.47,Observation,"Dirt, Plants affected or sampled",1086,NA,1500,71.04,"Map, Ground, Civilian, High quality observer(s)",136,150,6,8,News,No occupant
1993,10,15,22,"SCUNTHORPE,HUMBERSIDE",England,Great Britain and Ireland,Western Europe,5+OBS,"CGR-UFO W/SMALL WINGS
SLNT
HOVERS+GOES/HI-SPEED",Residential,2,Technical,"Cigar, Delta",53.58,NA,NA,3,NA,NA,0.63,"Map, Ground, Civilian",60,294,7,10,News,No occupant
1982,3,20,19,"SIMI VALLEY,CA",California,USA,North America,GIRL/13++,"WHT SLNT 40'OVOID HVRS/180M alt
SML.SQR.WINDOWS/EDGE",Residential,1,NA,Saucer,34.31,NA,NA,260,NA,180,118.78,"Map, Ground, Civilian",210,368,6,6,NA,No occupant
1954,12,4,NA,"CASELLE di NOGARA,ITL",VR,Italy,Western Europe,SCR/FIELD SVRL MIN,"OBS FIRES 2 SHOTS/GIANT EXITING
/r39",Farmlands,10,NA,Saucer,45.18,NA,Apparent Landing,NA,NA,NA,-11.07,"Map, Ground, Civilian",8,348,9,6,NA,"Pseudo-Human, Giant"
1978,12,15,23,"LICODIA EUBIA,ITL",CT,Italy,Western Europe,TRUCKER,"RFI
2 2M FIGs EXIT SCR
GIBBERISH
see /r39+/MJ#153",Road + rails,5,NA,Saucer,36.97,"Observation, Conversation","Human affected, Vehicle affected, Apparent Landing",NA,NA,NA,-14.7,"Map, Ground, Civilian",194,240,9,6,NA,"Pseudo-Human, Giant"
1952,7,27,16,"SEATTLE,WA",Washington,USA,North America,2 SLVRY DOTS SPEED>>ESE,"1 S/L TRAJ
OTHER IN WIDE ARC
PLANES?",Metropolis,1,NA,"Saucer, Cigar",47.6,NA,NA,105,NA,NA,122.31,"Map, Ground, Coast, Civilian",136,332,6,6,Misidentification,No occupant
1952,7,19,2,"nr WILLISTON,NDAK",North Dakota,USA,North America,BBK#1492,"PILOT/US85
SCR DIVES
LITES CLOUDS
360+180 TURNS",Road + rails,5,NA,"Saucer, Fireball",48.14,NA,NA,572,"Military investigation, Blue Book",NA,103.62,"Map, Ground, Civilian",136,267,6,6,News,No occupant
1951,12,12,13,"HASTINGS,MN",Minnesota,USA,North America,USAF F51 DIVES/2 60cm DISCS 30cm APART,"RAPID CLIMBS+MNVRS
elusive",In-flight,1,NA,"Saucer, Probe",44.74,NA,NA,223,"Military investigation, Blue Book",NA,92.84,"Map, Ground, Airborne, Military",160,284,7,6,NA,No occupant
1967,4,17,21,"JEFFERSON CITY,MO",Missouri,USA,North America,1+1+2+AIRLINER,"300'SCR
TERRIFIC BEAMS/LITE
VFAST MNVRs
/r150",Town & city,15,NA,Saucer,38.58,Ray,NA,167,"Military investigation, Blue Book",NA,92.17,"Map, Ground, Airborne, Civilian, High quality observer(s)",0,110,7,8,NA,No occupant
1986,5,24,22,"PORTLAND,OR",Oregon,USA,North America,2 OBS,"MTLC OBJ CIRCLES CITY SVRL TIMES
SO FAST/HARD TO SEE/BINOCS",Metropolis,3,NA,"Saucer, Delta",45.54,Observation,Building or ANY MANMADE STRUCTURE,15,NA,NA,122.67,"Map, Ground, Civilian",40,99,6,7,NA,No occupant
1974,6,14,22,"WALLERS,FR",NRD,France,Western Europe,DRK OBJ+NLTS BHND TREES,"2 NLTS GO ALLO
HUGE FBL LANDS
TRACES
/r30",Town & city,60,Traces,"Nightlights, Probe, Fireball",50.38,Observation,"Dirt, Plants affected or sampled, Apparent Landing",NA,NA,NA,-3.4,"Map, Ground, Civilian, High quality observer(s)",194,161,7,9,NA,No occupant
1955,5,20,2,"HAM-sur-MEUSE,FR",Ardennes,France,Western Europe,COPS,"SCR >NW AGAINST WIND
MULTI-CLR BEAMS 
INTERIOR LIT",Road + rails,1,NA,"Saucer, Cigar",50.11,"Observation, Ray",Nuclear,NA,Other government agencies,NA,-4.79,"Map, Ground, Civilian, High quality observer(s)",152,34,7,7,NA,No occupant
1959,7,26,20,"LADAPEYRE,FR",Creuse,France,Western Europe,2 OBS,"HUGE LUMn.DISK HVRS/30+min
lenticular cloud?",Residential,30,NA,Saucer,46.24,NA,NA,NA,NA,NA,-2.03,"Map, Ground, Civilian",194,131,5,7,Misidentification,No occupant
1956,11,7,18,"PARIS,FR",PRS,France,Western Europe,SVRL 1000s+ASTRONs,"2 BRILL OBJS HVR ovr CROWDS
AWAY XFAST
type unk",Metropolis,4,NA,Nightlights,48.87,Observation,Human affected,NA,NA,NA,-2.33,"Map, Ground, Military, Civilian, High quality observer(s)",195,37,4,14,"Scientist, News",No occupant
1952,9,12,19,"FLATWOODS,WV",Western Virginia,USA,North America,SVRL OBS,"FBLS
GLOWING ROBOT W/ANTENNAS
controversy-must see ref.",Mountains,10,"Traces, Injuries",Fireball,38.72,NA,Apparent Landing,326,"Military investigation, Odors",NA,80.64,"Map, Ground, Civilian, High quality observer(s)",188,11,9,3,"News, Misidentification",Robot
1952,11,28,16,"CULVER CITY,CA",California,USA,North America,FILM CREW,"SCR FILMED OVHD
USAF SILENCES OBS/'NATIONAL SECURITY'",Town & city,1,Photos,Saucer,34.03,Observation,NA,27,"Military investigation, Coverup",NA,118.38,"Map, Ground, Civilian, High quality observer(s)",210,817,6,9,NA,No occupant
1982,7,21,2,"WHITLEY CITY,KY",Kentucky,USA,North America,BIG TOY-TOP LITES GARDEN W/RED BEAM,"30 LITES/RIM
>N
CCLS
",Residential,2,NA,Saucer,36.72,Observation,"Dirt, Plants affected or sampled",414,NA,NA,84.47,"Map, Ground, Civilian",210,374,6,6,News,No occupant
1965,8,~10,15,"WAVERLY,IA",Iowa,USA,North America,3 OBS,"SLVR SCR WHINES+LANDS
OID/FLD
burnt grass+indents
/APRO JAN75",Farmlands,5,Traces,Saucer,42.72,NA,"Dirt, Plants affected or sampled, Apparent Landing",301,Sound,0,92.48,"Map, Ground, Civilian, High quality observer(s)",195,256,8,8,NA,Humanoid
1975,5,14,21,"60mi W/CAPE BEALE,BC",British Columbia,Canada,North America,BRITE 200'OVOID +STOPS 300'ovr SEA,">>/XFAST
/r184p20.",Offshore,1,NA,Saucer,48.78,Observation,Vehicle affected,0,Other government agencies,90,126.73,"Map, Sea, Civilian, High quality observer(s)",18,175,6,8,NA,No occupant
1972,9,7,21,"BEAUSEJOUR,MBa",Manitoba,Canada,North America,BRITE OVOID FOLOS 2/CAR HOME,"LO+CLOSE
HVRS OVR HOUSE
SPINS >>E",Road + rails,30,NA,Saucer,50.1,Observation,"Human affected, Vehicle affected, Building or ANY MANMADE STRUCTURE",247,NA,NA,96.5,"Map, Ground, Civilian",194,127,8,7,NA,No occupant
1978,9,NA,23,"COLARES,BRZL",MRN,Brazil,South America,ODD LITE,"MAN/DIVING SUIT IN WINDOW
SHOOTS BEAM at WOMAN 3X
BURNS",Residential,5,Injuries,No UFO,-0.93,Ray,Human affected,1,NA,2,48.3,"Map, Ground, Coast, Civilian",105,187,8,6,"Oddity, Wave","Pseudo-Human, Figure"
1953,3,23,13,"HENDERSON,NV",Nevada,USA,North America,2/BINOCS,"2 DISKS MNVR/hi alt
1 SHOOTS STRAIGHT UP
OTHER TO SIDE.",Residential,2,NA,Saucer,36.03,NA,NA,573,NA,NA,114.98,"Map, Ground, Civilian",137,521,6,7,News,No occupant
1953,5,7,8,"SAN ANTONIO,TX",Texas,USA,North America,1 OBS,"HOUSE-SIZED SCR W/LITES/EDGE
300mph OVHD
ABS SILENT
>>NE",Residential,1,NA,Saucer,29/04/2017,NA,NA,165,"Military investigation, Blue Book",NA,98.51,"Map, Ground, Civilian",137,251,6,6,NA,No occupant
1973,NA,NA,19,"BURLINGAME,CA",California,USA,North America,ASTRONOMER,"NLT NE>S DROPS SPARKS VISIBLE/BINOCS ONLY
SATELLITE?",Residential,5,NA,"Nightlights, Probe",37.58,NA,NA,20,NA,NA,122.39,"Map, Ground, Civilian",18,116,6,7,"Scientist, Misidentification",No occupant
1985,2,20,20,"nr CHARLESTON,WV",Western Virginia,USA,North America,2/LITE PLANE,"LRG WHT CIRCLE PACES PLANE
MAKES 360� ORBIT",In-flight,2,NA,Saucer,38.33,Observation,Vehicle affected,188,Camouflage,0,81.61,"Map, Airborne, Civilian, High quality observer(s)",150,56,7,7,NA,No occupant
1966,11,15,7,"BEVERLY,MASS",Massachusetts,USA,North America,2 HUNTERS OFFSHORE,2 CGR-SHAPES OVER BEVERLY FARMS AREA,Farmlands,2,NA,"Saucer, Cigar",42.53,NA,NA,8,NA,NA,70.88,"Map, Ground, Coast, Civilian",83,328,6,7,NA,No occupant
1982,7,31,NA,"RED SQUARE,MOSCOW",MOS,Russia,Russia and former soviet,100s/OBS,"6 UID SPHERES FLY OVER CAPITAL
NFD",Metropolis,2,NA,Saucer,55.74,Observation,NA,NA,NA,NA,-37.6,"Map, Ground, Civilian, High quality observer(s)",9,175,6,12,NA,No occupant
1957,10,1,NA,"SANTA BARBARA,CA",California,USA,North America,3 OBS,"30M CROSSES SKY/15sec
AF JET CHASES
RDR
AWAY/2900kph",Coastlands,1,Radar,Saucer,34.43,NA,NA,20,NA,NA,119.71,"Map, Ground, Coast, Military, Civilian",141,502,6,8,News,No occupant
1967,10,12,18,"DUBUQUE,IA",Iowa,USA,North America,KIDS/PICNIC,"3M SLVR OVOID W/LEGS
15M alt
SML DOME
+>>N",Residential,3,NA,"Saucer, Probe",42.5,Observation,"Human affected, Apparent Landing",186,NA,15,90.71,"Map, Ground, Civilian",210,813,6,7,NA,No occupant
1985,10,26,18,"PETERSBURG,VA",Virginia,USA,North America,2 OBS,"LRG CGR CROSSES SKY/HI ALT/2min
NFD",Town & city,2,NA,Cigar,37.22,NA,NA,21,NA,NA,77.4,"Map, Ground, Civilian",40,20,4,7,Misidentification,No occupant
1991,12,15,19,"CATLETT,VA",Virginia,USA,North America,WOMAN ABD,"EARRINGS ON BACKWARDS AFTERWARD
REPEATER
/USA TODAY",Farmlands,70,Injuries,Saucer,38.64,"Missing time, Abduction",NA,82,NA,NA,77.64,"Map, Ground, Civilian",60,294,10,3,"News, Contactee",Humanoid
1992,11,NA,20,"SANTIAGO,BRZ",RGS,Brazil,South America,2 OBS,"SLOW CYL DIVIDES/HALVES
1 VANISHES
1 NEARS OBSs+VANISHES",Residential,4,Technical,Cigar,-29.2,Observation,NA,400,NA,NA,54.83,"Map, Ground, Civilian",206,14,8,7,NA,No occupant
1950,4,2,5,"TIPP CITY,OH",Ohio,USA,North America,4+5 SEP.OBS,"2 BRILL.NLTS HVR+MNVR
>S
>W
HVR/WRIGHT-PAT AFB+",Military base,65,NA,"Saucer, Nightlights",39.96,NA,NA,253,"Military investigation, Blue Book",NA,84.17,"Map, Ground, Military, Civilian, High quality observer(s)",134,506,5,9,"News, Wave",No occupant
1994,7,31,23,"nr LILLE,FR",NRD,France,Western Europe,3 CIRC.NLTS/DLT FORM >SE/20sec,"STOPS BRIEFLY
EACH 1cm/ARMS LENGTH",Town & city,1,NA,"Saucer, Delta, Nightlights",50.63,NA,NA,NA,NA,NA,-3.09,"Map, Ground, Civilian",194,327,6,6,NA,No occupant
1989,2,20,NA,"BASILDON,ESSEX",England,Great Britain and Ireland,Western Europe,30cm DISK FOLLOWS CAR/10min FLYING 8M BEHIND 1M OVR PAVEMENT,NA,Road + rails,10,Technical,Probe,51.58,Observation,Vehicle affected,NA,NA,NA,-0.46,"Map, Ground, Civilian",123,218,9,6,Oddity,No occupant
1962,11,22,NA,PACIFIC 174�30W-20�21N,NPC,Pacific Ocean and non-Asian islands,Oceania,BBK#UNKN,"MIL OBS
NFD AT ALL",High seas,1,NA,Nightlights,20.34,NA,NA,0,"Military investigation, Blue Book",NA,174.5,"Map, Sea, Military",56,69,4,7,NA,No occupant
1980,3,25,22,"E/FAIRBORN,OH",Ohio,USA,North America,1/CAR,"SLNT DOMED CYL/CROSSED BEAMS/25'alt
>>NE
DEAD COW+TRACES",Road + rails,2,"Traces, Injuries",Cigar,39.81,"Observation, Ray","Dirt, Animals affected",258,NA,8,83.98,"Map, Ground, Civilian",200,15,7,7,NA,No occupant
1946,9,~23,NA,"FES,MOROCCO",FES,Morocco,Northern and Northwest Africa,FBL-ROCKET >> W,"TURNS >>N
FASTER/PLANE
LOW ALT
/L'Espoir 24SEPT46",Mountains,1,NA,"Cigar, Fireball",34.08,NA,NA,NA,NA,NA,5,"Map, Ground, Civilian",194,342,4,7,News,No occupant
1990,3,14,23,"AULNOY-les-VALENCIENNES,FR",NRD,France,Western Europe,2 OBS,"2 YLW GLO-ORBS HVR 50cm APART
SHOOT AWAY",Residential,1,NA,Probe,50.31,NA,NA,NA,NA,NA,-3.53,"Map, Ground, Civilian",194,302,6,7,NA,No occupant
1949,8,~22,NA,"TIGVARIAK ISL,AK",Alaska,USA,North America,BBK#428,"GEODETIC SCI
WHINE
6 SCRS/CIRC.FORM
7th WEAVES",Coastlands,1,NA,Saucer,70.22,NA,NA,0,"Military investigation, Blue Book, Sound",NA,147.21,"Map, Ground, Coast, Civilian",133,242,6,7,Scientist,No occupant
1964,~8,NA,22,"WESTFIELD,MA",Massachusetts,USA,North America,WEATHERMAN+7/CAR,"FLASH/HORIZON
2 CARS EME/1-2sec
NO UFO SEEN",Road + rails,1,Electro-Magnetic Effect,Fireball,42.12,NA,Vehicle affected,43,NA,NA,72.77,"Map, Ground, Civilian, High quality observer(s)",18,122,6,9,Scientist,No occupant
1960,3,31,19,N.ATLANTIC,NAT,Atlantic Ocean + islands,Oceania,SS MV AVAFORS/loc.unk,"NLT > S SLOW
CURVES UP THEN DOWN
>SSW/220�",High seas,3,NA,Nightlights,42,NA,NA,0,NA,NA,63.5,"Map, Sea, Civilian, High quality observer(s)",24,22,5,6,NA,No occupant
1956,5,26,16,"BERNE,SWITZ",Berne,Switzerland,Western Europe,100s/MIL.AIRSHOW,"WHT TRIANGLE HVRS/3km alt
CENTER SPINS
/r153p17",Military base,30,NA,Saucer,46.91,Observation,Vehicle affected,NA,NA,NA,-7.42,"Map, Ground, Military, Civilian, High quality observer(s)",154,25,6,13,NA,No occupant
1987,8,27,21,"WUXI,JIANGSU",Jiangsu,Red China,Asia Mainland,3 AERO-ENGINEERS,"CIRC.POINT/LITE SPIRALS ACROSS SKY
TRAIL/LITE.",Town & city,1,Technical,"Saucer, Nightlights",31.6,NA,NA,NA,NA,NA,-120.29,"Map, Ground, Civilian, High quality observer(s)",122,139,7,10,NA,No occupant
1965,7,19,NA,"CHANARAL,CHILE",Atacama,Chile,South America,SLNT SCR LANDS/LONELY BEACH,"AWAY XFAST
/LDLN#78+/APRO Jan'66",Coastlands,3,Traces,Saucer,-26.33,NA,"Dirt, Apparent Landing",91,NA,0,70.61,"Map, Ground, Coast, Civilian",8,658,7,6,News,No occupant
1967,12,14,23,"nr CLINTON,MI",Michigan,USA,North America,2 PILOTS/CAR/US12,"DLT HVRS
NEARS/lo alt
SHARP TURN+AWAY FAST",Road + rails,3,NA,Delta,42.07,Observation,Vehicle affected,254,NA,NA,83.97,"Map, Ground, Civilian, High quality observer(s)",24,52,6,8,NA,No occupant
1953,2,9,10,"HAMPTONVILLE,NC",North Carolina,USA,North America,BBK#UNK,"USMC PILOT CHASES ROCKET-LIKE OBJ/3+min
NFD
/r78p167",Town & city,3,NA,Cigar,36.11,NA,NA,313,"Military investigation, Blue Book",NA,80.76,"Map, Ground, Airborne, Civilian",242,31,6,7,NA,No occupant
1954,10,17,13,"PRECHAC,FR",GRN,France,Western Europe,4M TADPOLE-OBJ LANDED/FOREST,NOT A HELICOPTER per SECRET DETAILS,Forest,1,Technical,"Saucer, Cigar, Delta",44.4,NA,Apparent Landing,NA,NA,NA,0.34,"Map, Ground, Civilian",30,182,8,6,NA,No occupant
1974,2,12,23,"HACKNEYVILLE,AL",Alabama,USA,North America,DULL GLOW EXITS ABANDONED HOUSE,FOLOS CAR/lo alt to 150kph,Road + rails,5,NA,"Probe, Fireball",33.06,Observation,"Human affected, Vehicle affected, Apparent Landing",213,NA,1,85.93,"Map, Ground, Civilian",24,894,6,6,NA,No occupant
1966,10,5,5,"E.CONNERSVILLE,IN",Indiana,USA,North America,2 BOYS,"DRK SCR/GND
SULFUR ODOR
FOOTSTEPS HEARD
/r109p111",Residential,2,Traces,Saucer,39.57,NA,"Dirt, Apparent Landing",263,"Sound, Odors",0,85.1,"Map, Ground, Civilian",210,803,7,7,NA,No occupant
1994,8,29,19,"WYCLIFFE WELL,AUSTR",NTR,Australia,Oceania,NLT BACK,"BUZZES CAR/EMEs
FAXES+MODEMS EME
ALWAYS/2120hrs",Desert,1,"Photos, Electro-Magnetic Effect, Technical","Nightlights, Probe",-20.8,Observation,"Vehicle affected, Building or ANY MANMADE STRUCTURE",NA,NA,NA,-134.23,"Map, Ground, Civilian, High quality observer(s)",158,944,6,8,"News, Wave",No occupant
1972,7,13,NA,"GREENSBURG,PA",Pennsylvania,USA,North America,DEAD DOG/ALL HAIR GONE..40' fm 6'CIRC.SWIRLED GRASS,/SKYLOOK,Residential,0,"Traces, Technical, Injuries",No UFO,40.28,"Abduction, Operations","Plants affected or sampled, Animals affected",335,NA,NA,79.53,"Map, Ground, Civilian",180,84,9,7,NA,No occupant
1972,2,~4,19,"SARAJEVO Apt,BOSNIA",BSN,Former Yugoslavia,Eastern Europe,AIR+GND RDR-VIS,"TRIANGULAR OBJ CHASED/PLANES
AWAY XFAST",Town & city,10,Radar,Delta,43.8,NA,NA,NA,NA,NA,-18.37,"Map, Ground, Civilian, High quality observer(s)",156,13,6,9,NA,No occupant
1978,7,30,1,"HAGELTJERN=HAGELAND?,NORWAY",Norway,Scandanavian and Finland,Western Europe,40cm CIRC? OBJ LANDS,"XTRM BRITE
BURNT DIRT+GRASS",Farmlands,3,Traces,"Saucer, Probe, Fireball",59.48,NA,"Dirt, Plants affected or sampled, Apparent Landing",NA,NA,NA,-5.26,"Map, Ground, Coast, Civilian",160,144,7,7,NA,No occupant
1982,11,19,23,"S/TEMPERANCEVILLE,VA",Virginia,USA,North America,SCR BEAMS LITE/CAR,"3 FIGs MOVE/WINDOW
nr NASA
/r41p400",Road + rails,7,NA,Saucer,37.83,"Observation, Ray",Dirt,14,Sound,NA,75.56,"Map, Ground, Coast, Civilian",160,188,8,6,NA,Figure
1980,1,2,17,"CERPY-en-VALOIS,FR",OIS,France,Western Europe,SVRL SEP.OBS,"22cm ORG-GLO OVOID /FIELD
FLASH+AWAY",Road + rails,1,NA,Probe,49.23,NA,Apparent Landing,NA,NA,NA,-2.9,"Map, Ground, Civilian",194,210,6,8,NA,NA
1993,5,NA,NA,"TOTTENHAM,LONDON",England,Great Britain and Ireland,Western Europe,BRITE CLASSIC DOMED SCR,"VIDEO TAKEN
nr ALLY PALLY+PALACE",Residential,2,Photos,Saucer,51.58,NA,NA,NA,NA,NA,0.08,"Map, Ground, Civilian",60,289,6,7,News,No occupant
1981,3,30,23,"SW/PHILADELPHIA,PA",Pennsylvania,USA,North America,PILOT,"ROCKET/CGR
PILOT REPORTS ALL OVR PA/SAME TIME",In-flight,15,NA,Cigar,39.91,NA,NA,13,NA,NA,75.23,"Map, Ground, Airborne, Civilian, High quality observer(s)",160,275,6,9,Wave,No occupant
1990,11,5,19,"La VALBONNE,FR",Ain,France,Western Europe,Lt.COL,"SLNT DRK TRNGL/LIT CORNERS
HVRS+SWEEPS GND/STRONG BEAM",Road + rails,6,NA,Delta,45.84,"Observation, Ray","Dirt, Plants affected or sampled",NA,NA,NA,-5.13,"Map, Ground, Military, High quality observer(s)",238,85,2,7,Misidentification,No occupant
1954,12,30,6,"SOMMAPRADA,LOZIO,ITL",Bergamo,Italy,Western Europe,FAT CGR /5M alt,"3 PROPELLERS/TOP+3 BELOW!
poss.landing",Residential,5,Technical,"Saucer, Cigar",45.98,NA,NA,NA,Camouflage,NA,-10.26,"Map, Ground, Civilian",39,47,8,5,"News, Oddity",No occupant
1967,9,11,6,"NW/BARCELONA,SP",LRD,Spain,Western Europe,3/DC6 crew,"100'SLVR CONE MNVRS/3min
>>3500mph
/APRO Sep'67",In-flight,3,NA,"Saucer, Delta",42.5,NA,NA,NA,NA,NA,-1.33,"Map, Airborne, Civilian, High quality observer(s)",24,51,6,9,NA,No occupant
1964,2,3,2,"GUM CREEK,S.AUST",South Australia,Australia,Oceania,FIG APPEARS like magic,"TOUCHES BLK BOX+OBS ASLEEP!
/r25p126",Desert,2,Technical,No UFO,-26.2,Ray,NA,NA,Camouflage,NA,-130.98,"Map, Ground, Civilian",96,161,11,4,"Misidentification, Oddity",Figure
1947,7,8,~19:00,"PHILADELPHIA,PA",Pennsylvania,USA,North America,SCORES/OBS,GRY TRUNCATED-CONE SCR SEEN ALL OVR TOWN,Metropolis,5,NA,Saucer,39.97,NA,NA,30,NA,NA,75.18,"Map, Ground, Civilian, High quality observer(s)",187,758,7,12,"News, Wave",No occupant
1954,6,19,21,"FARM S/WHANGAREI,NZ",NI,New Zealand,Oceania,DOGS CRY,"THUD+WHOOSH!
NO OBJ SEEN
DOG SCRATCHED AND CUT",Farmlands,2,Injuries,NA,-35.92,Abduction,Animals affected,NA,Sound,NA,-174.26,"Map, Ground, Civilian",138,711,7,5,NA,No occupant
1956,7,18,20,"RUSSELL,MASS",Massachusetts,USA,North America,4 OBS,"SILENT MTL SCR REFLECTS SUN
HVRS+GYRATES
1500'alt
>>ENE",Residential,2,NA,Saucer,42.19,NA,NA,91,NA,450,72.84,"Map, Ground, Civilian, High quality observer(s)",140,280,6,8,News,No occupant
1959,2,20,~22:00,"SR20 6mi E/US91,UT",Utah,USA,North America,SCR S>N,"MISSILE TECH ABD?
RELAPSE
must see refs
/r113p347",Pasture,35,Technical,Saucer,38.08,"Missing time, Abduction",NA,1950,Military investigation,NA,112.6,"Map, Ground, Military, Civilian",143,154,11,8,Oddity,NA
1995,8,27,8,"GRAND JUNCTION,CO",Colorado,USA,North America,2 JOGGERS,"LRG CYL>OVHD
DROPS 2 SML OBJS
OBJs HIT Mtn+FLASH",Mountains,1,NA,"Cigar, Probe",39.04,NA,"Nuclear, Apparent Landing",1380,NA,NA,108.54,"Map, Ground, Civilian",96,108,7,7,NA,No occupant
1973,11,~20,NA,"MARTINA FRANCA,ITALY",BR,Italy,Western Europe,2 TEENS,"FBL LANDS/RR Stn
STRANGE BALL-FIGURE EMERGES",Town & city,2,NA,Fireball,40.71,NA,Apparent Landing,NA,NA,NA,-17.36,"Map, Ground, Civilian",178,20,9,6,NA,Monster
1957,12,1,3,"SILVER LAKE,OH",Ohio,USA,North America,BRILL.CONE/LAWN,"MANY SML LITES BLINK
RFI=DOT DOT DASH..",Residential,60,"Electro-Magnetic Effect, Technical",Saucer,41.16,NA,Apparent Landing,330,NA,NA,81.46,"Map, Ground, Civilian, High quality observer(s)",210,713,7,7,NA,No occupant
1968,8,23,22,"FIRTATESTI,ROMANIA",MRM,Romania,Eastern Europe,5 OBS,"BRILL RND. ELONGATED OBJ >>W/5sec
NFD",Residential,1,NA,Saucer,47.73,NA,NA,NA,NA,NA,-24,"Map, Civilian",84,244,5,8,Misidentification,No occupant
1973,10,17,20,"SPALDING co,GA",Georgia,USA,North America,18M GOLD FOOTBALL HVRS LO nr QUARRY, then >S as obs nears,Farmlands,5,NA,Saucer,33.27,NA,Apparent Landing,300,NA,NA,84.28,"Map, Ground, Civilian",43,68,7,6,News,No occupant
1947,7,4,18,"SALEM,OR",Oregon,USA,North America,G.GRAEN+WIFE,"OVOID/10K'alt >>S/TERRIFIC SPEED
LOST/DISTANCE
NFD",Residential,1,NA,Saucer,44.94,NA,NA,47,NA,NA,123.04,"Map, Ground, Civilian",187,260,6,7,Wave,No occupant
